編號	題名	型式	朝代	作者	內容
357	走馬川行奉送封大夫出師西征		唐	岑參	君不見，走馬川行雪海邊，平沙莽莽黃入天。輪臺九月風夜吼，一川碎石大如斗。隨風滿地石亂走，匈奴草黃馬正肥。金山西見煙塵飛，漢家大將西出師。將軍金甲夜不脫，半夜軍行戈相撥。風頭如刀面如割，馬毛帶雪汗氣蒸。五花連錢旋作冰，幕中草檄硯水凝。虜騎聞之應膽懾，料知短兵不敢接， 軍師西門佇獻捷。
358	輪臺歌奉送封大夫出師西征		唐	岑參	輪臺城頭夜吹角，輪臺城北旄頭落。羽書昨夜過渠黎，單于已在金山西。戍樓西望煙塵黑，漢兵屯在輪臺北。上將擁旄西出征，平明吹笛大軍行。四邊伐鼓雪海湧，三軍大呼陰山動。虜塞兵氣連雲屯，戰場白骨纏草根。劍河風急雲片闊，沙口石凍馬蹄脫。亞相勤王甘苦辛，誓將報國靜邊塵。古來青史誰不見？今見功名勝古人。
359	白雪砍送武判官歸		唐	岑參	北風捲地白草折，胡天八月即飛雪。忽如一夜春風來，千樹萬樹梨花開。散入珠簾濕羅幕，孤裘不暖錦衾薄。將軍角弓不得控，都護鐵衣冷猶著。瀚海闌干百丈冰，愁雲滲澹萬里凝。中軍置酒飲歸客，胡琴琵琶與羌笛。紛紛暮雪下轅門，風掣紅旗凍不翻。輪臺東門送君去，去時雪滿天山路。山迴路轉不見君，雪上空留馬行處。
360	韋諷錄事宅觀曹將軍畫馬圖 (3-1)		唐	杜甫	"國初已來畫鞍馬,神妙獨數江都王。將軍得名三十載,人間又見真乘黃。曾貌先帝照夜白,龍池十日飛霹靂。內府殷紅瑪瑙盤,婕妤傳諂才人索。盤賜將軍拜舞歸,輕紈細綺相追飛。貴戚權門得筆跡,始覺屏障生光輝。昔日太宗拳毛騧,近時郭家獅子花。今之新圖有二馬,復令識者久嘆嗟。"
361	韋諷錄事宅觀曹將軍畫馬圖 (3-2)		唐	杜甫	"此皆戢騎一萬敵,縞素漠漠開風沙。其餘七匹亦殊絕,迴若寒空雜霞雪。霜蹄蹴踏長楸間,馬官廝養森成列。可憐九馬爭神駿,顧視清高氣深穩。借問苦心愛者誰?後有韋諷前支遁。憶昔巡幸新豐宮,翠華拂天來向東。"
362	韋諷錄事宅觀曹將軍畫馬圖 (3-3)		唐	杜甫	"騰驤磊落三萬匹,皆與此圖筋骨同。自從獻寶朝河宗,無復射蛟江水中。君不見金粟堆前寸柏裏,龍媒去盡鳥呼風　"
363	丹青引 (3-1)		唐	杜甫	將軍魏武之子孫，于今為庶為清門。英雄割據雖已矣！文采風流今尚存。學書初學衛夫人，但恨無過王右軍。丹青不知老將至，富貴于我如浮雲。開元之中常引見，承恩數上南薰殿。凌煙功臣少顏色，將軍下筆開生面。良相頭上進賢冠，猛將腰間大羽箭。
364	丹青引 (3-2)		唐	杜甫	褒公鄂公毛髮動，英姿颯爽猶酣戰。先帝御馬玉花驄，畫工如山貌不同。是日牽來赤墀下，迴立閶闔生長風。詔謂將軍拂絹素，意匠慘澹經營中。須叟九重真龍出，一洗萬古凡馬空。玉花卻在御榻上，榻上庭前屹相向。至尊含笑催賜金，圉人太僕皆惆悵。弟子韓幹早入室，亦能畫馬窮殊相
365	丹青引 (3-3)		唐	杜甫	幹惟畫肉不畫骨，忍使驊騮氣凋喪。將軍善畫蓋有神，偶逢佳士亦寫真。即今漂泊干戈際，屢貌尋常行路人。途窮反遭俗眼白，世上未有如公貧。但看古來盛名日，終下坎墂纏其身。
366	寄韓諫議		唐	杜甫	"今我不樂思岳陽,身欲奮飛病在床。美人娟娟隔秋水,濯足洞庭望入荒。鴻飛冥冥日月白,青楓葉赤天雨霜。玉京群帝集北斗,或騎麒麟翳鳳凰。芙蓉旌旗煙霧落,影動倒景搖瀟湘。星宮之君醉瓊漿,羽人稀少不在旁。似聞昨者赤松子,恐是漢代韓張良。昔隨劉氏定長安,帷幄未改神慘傷。國家成敗吾豈敢?色難腥腐餐楓香。周南留滯古所惜,南極老人應壽昌。美人胡為隔秋水?焉得置之貢玉堂　"
367	古柏行		唐	杜甫	孔明廟前有老柏，柯如青銅根如石。霜皮溜雨四十圍，黛色參天二千尺。君臣已與時際會，樹木猶為人愛惜。雲來氣接巫峽長，月出寒通雪山白。憶昨路繞錦亭東，先主武侯同閟宮。崔嵬枝幹郊原古，窈窕丹青戶牖空。落落盤踞雖得地，冥冥孤高多烈風。扶持自是神明力，正直原因造化功。大廈如傾要樑棟，萬牛迴首邱山重。不露文章世已驚，未辭剪伐誰能送？苦心豈免容螻蟻？香葉終經宿鸞鳳。志士幽人草怨嗟，古來材大難為用。
368	觀公孫大娘弟子舞劍器行		唐	杜甫	昔有佳人公孫氏，一舞劍器動四方。觀者如山色沮喪，天地為之久低昂。攉如羿射九日落，矯如群帝驂龍翔。來如雷霆收震怒，罷如江海凝清光。絳唇珠袖兩寂寞，晚有弟子傳芬芳。臨潁美人在白帝，妙舞此曲神揚揚。與余問答既有以，感時撫事增惋傷。先帝侍女八千人，公孫劍器初第一。五十年間似反掌，風塵鴻洞昏王室。梨園弟子散如煙，女樂餘姿映寒日。金粟堆前木已拱，瞿塘石城草蕭瑟。玳筵急管曲復終，樂極哀來月東出。老夫不知其所往？足繭荒山轉愁疾。
369	竹枝		不詳	無名氏	楊柳青青，江水平，聞郎江上唱歌聲。東邊日出，西邊雨，道是無晴還有晴。
370	憶江南		唐	溫庭筠	梳洗罷，獨倚望江樓。過盡千帆皆不是，斜暉脈脈，水悠悠。腸斷白蘋洲。
371	菩薩蠻		唐	韋莊	人人盡說江南好，遊人只合江南老。春水碧於天，畫船聽雨眠。壚邊人似月，皓腕凝雙雪。未老莫還鄉，還鄉須斷腸。
372	菩薩蠻		唐	韋莊	如今卻憶江南樂：當時年少春衫薄，騎馬倚斜橋，滿紅袖招。翠屏金屈曲，醉入花叢宿。此度見花枝，白頭誓不歸。
373	菩薩蠻		唐	韋莊	勸君今夜須沈醉，尊前莫話明朝事。珍重主人心，酒深情亦深。須愁春漏短，莫訴金杯滿。遇酒且呵呵，人生能幾何？
374	謁金門		唐	韋莊	春雨足，染就一溪新綠。柳外飛來雙羽玉，弄晴相對浴。樓外翠簾高軸，倚遍闌干幾曲。雲淡，水平，煙樹簇。寸心，千里目。
375	謁金門		唐	韋莊	空相憶，無計得傳消息。天上嫦娥人不識，寄書何處覓？新睡覺來無力，不忍把君書跡。滿院落花春寂寂，斷腸芳草碧。
376	謁金門		唐	馮延巳	風乍起，吹皺一池春水。閑引鴛鴦芳徑裏，手挼紅杏蕊。鬥鴨，闌干獨倚，碧玉搔頭斜墜。終日望君君不至，舉頭聞鵲喜。
377	訴衷情近		宋	柳永	雨晴，氣爽，佇立江樓望處。澄明遠水生光，重疊暮山聳翠。遙想斷橋幽徑，隱隱漁村，向晚孤煙起。殘陽裏，胍胍朱欄靜倚。黯然情緒，未飲先如醉。愁無際：暮雲過了，秋風老盡，故人千里，竟日空凝睇。
378	憶帝京		宋	柳永	薄衾小枕涼天氣，乍覺別離滋味。展轉數寒更，起了還重睡。畢竟不成眠，一夜長如歲。也擬把卻回征轡，又爭奈已成行計！萬種思量，多方開解，只恁寂寞懨懨地！繫我一生心，負你千行淚。
379	雨霖鈴		宋	柳永	寒蟬淒切，對長亭晚，驟雨初歇。都門帳飲無緒，留戀處，蘭舟催發。執手相看淚眼，竟無語凝咽。念去去千里煙波，暮藹沉沉楚天闊。多情自古傷離別，更那堪冷落清秋節！今宵酒醒何處？楊柳岸，曉風，殘月。此去經年，應是良辰好景虛設。便縱有千種風情，更與何人說？
380	石魚湖上醉歌		唐	元結	石魚湖，似洞庭，夏水欲滿君山青。山為樽，水為沼，酒徒歷歷坐洲島。長風連日作大浪，不能廢人運酒舫。我持長瓢坐巴邱，酌飲四座以散愁。
381	山石		唐	韓愈	山石犖确行徑微，黃昏到寺蝙蝠飛。升堂坐階新雨足，芭蕉葉大梔子肥。僧言古壁佛畫好，以火來照所見稀。鋪床拂席置羹飯，疏糲亦足飽我飢。夜深靜臥百蟲絕，清月出嶺光入扉。天明獨去無道路，出入高下窮煙霏。山紅澗碧紛嫻漫，時見松櫪皆十圍。當流赤足踏澗石，水聲激激風生衣。人生如此自可樂，豈必局促為人鞿？嗟哉吾黨二三子，安得至老不更歸？
382	八月十五夜贈張功曹		唐	韓愈	纖雲四捲天無河，清風吹空月舒波。沙平水息聲影絕，一杯相屬君當歌。君砍聲酸辭正苦，不能聽終淚如雨。洞庭連天九疑高，蛟龍出沒猩鼯號。十生九死到官所，幽居默默如藏逃。下床畏蛇食畏藥，海氣濕蟄薰腥臊。昨者州前槌大鼓，嗣皇繼聖登夔皋。赦書一日行萬里，罪從大辟皆除１遷者追回流者還，滌瑕蕩垢清朝班。州家申名使家抑，坎軻祇得移荊蠻。判司卑官不堪說，未免捶楚塵埃間。同時輩流多上道，天路幽險難追攀。君歌且休聽我歌，我歌今與君殊科。一年明月今宵多，人生由命非由他。有酒不飲奈明何？
383	長相思 (其一)		唐	李白	長相思，在長安。絡緯秋啼金井闌，微霜淒簟色寒。孤燈不明思欲絕，卷帷望月空長嘆。美人如花隔雲端，上有青冥之高天，下有淥水之波瀾。天長路遠魂飛苦，夢魂不到關山難。長相思，摧心肝。
384	長安干 (其二)		唐	李白	日色欲盡花含煙，月明如素愁不眠。趙瑟初停鳳凰柱，蜀琴欲奏鴛鴦絃。此曲有意無人傳，願隨春風寄燕然。憶君迢迢隔青天，昔時橫波目，今作流淚泉。不信妾腸斷，歸來看取明鏡前。
385	兵車行 (2-1)		唐	杜甫	車轔轔，馬蕭蕭，行人弓箭各在腰。耶孃妻子走相送，塵埃不見咸陽橋。牽衣頓足攔道哭，哭聲直上干雲霄。道旁過者問行人，行人但云點行。頻或從十五北防河，便至四十西營田。去時里正與過裹頭，歸來頭白還戍邊。邊亭流血成海水，武皇開邊意未已。君不聞漢家山東二百州，千村萬落生荊杞？縱有健婦把鋤犁，禾生隴畝無東西。況復秦兵耐苦戰，被驅不異犬與雞。
386	兵車行 (2-2)		唐	李白	長者雖有問，役夫敢申恨。且如今年冬，未休關西卒。縣官急索租，租稅從何出？信知生男惡，反是生女好。生女猶得嫁比鄰，生男埋沒隨百草。君不見青海頭，古來白骨無人收？新鬼煩冤舊鬼哭，天陰雨濕聲啾啾。
387	哀江頭		唐	杜甫	少陵野老吞聲哭，春日潛行曲江曲。江頭宮殿鎖千門，細柳新蒲為誰綠？憶昔霓旌下南苑，苑中景物生顏色。昭陽殿裏第一人，同輦隨君侍君側。輦前才人帶弓箭，白馬嚼齧黃金勒。翻身向天仰射雲，一箭正墜雙飛翼。明眸皓齒今在？血污遊魂歸不得。清清東流劍閣深，去住彼此無消。息人生有情沾臆，江草江花豈終極？黃昏胡騎塵滿城，欲往城南望城北。
388	集靈臺 (其一)		唐	張祐	日光斜照集靈臺，紅樹花迎曉露開。昨夜上皇新受籙，太真含笑入簾來。
389	集靈臺 (其二)		唐	張祐	虢國夫人承主恩，平明騎馬人宮門。卻嫌脂粉污顏色，淡掃蛾眉朝至尊。
390	題金陵渡		唐	張祐	金陵津渡小山樓，一宿行人自可愁。潮落夜工斜月裏，兩三星火是瓜州。
391	宮中詞		唐	朱慶餘	寂寂花時閉院門，美人相並立瓊軒。含情欲說宮中事，鸚鵡前頭不敢言。
392	近試上張水部		唐	朱慶餘	洞房昨夜停紅燭，待曉堂前拜舅姑。妝罷低聲問夫婿，畫眉深淺入時無。
393	將赴吳興登樂遊原		唐	杜牧	清時有味是無能，閒愛孤雲靜愛僧。欲把一麾江海去，樂遊原上望昭陵。
394	赤壁		唐	杜牧	折戟沈沙鐵未銷，自將磨洗認前朝。東風不與周郎便，銅雀春深鎖二喬。
395	泊秦淮		唐	杜牧	煙籠寒水月籠沙，夜泊秦淮近酒家。商女不知亡國恨，隔江猶唱後庭花。
396	寄揚州韓綽判官		唐	杜牧	青山隱隱水迢迢，秋盡江南草未凋。二十四橋明月夜，玉人何處教吹簫？
397	遣懷		唐	杜牧	落魄江湖載酒行，楚腰纖細掌中輕。十年一覺揚州夢，贏得青樓薄倖名。
398	贈別 (其一)		唐	杜牧	娉娉嫋嫋十三餘，豆蔻梢頭二月初。春風十里揚州路，卷上珠簾總不如。
399	贈別 (其二)		唐	杜牧	多情卻似總無情，唯覺尊前笑不成。蠟燭有心還惜別，替人垂淚到天明。
400	金谷園		唐	杜牧	繁華事散逐香塵，流水無情草自春。日暮東風怨啼鳥，落花猶似墜樓人。
401	夜雨寄北		唐	李商隱	君問歸期未有期，巴山夜雨漲秋池。何當共剪西窗燭？卻話巴山夜雨時。
402	寄令狐郎中		唐	李商隱	嵩雲秦樹久離居，雙鯉迢迢一紙書。休問梁園舊賓客，茂陵風雨病相如。
403	為有		唐	李商隱	為有雲屏無限嬌，鳳城寒盡怕春宵。無端嫁得金龜婿，辜負香衾事早朝。
404	隋宮		唐	李商隱	乘興南遊不戒嚴，九重誰省諫書函？春風舉國裁宮錦，半作障泥半作帆。
405	瑤池		唐	李商隱	瑤池阿母綺窗開，黃竹歌聲動地哀。八駿日行三萬里，穆王何事不重來？
406	嫦娥		唐	李商隱	雲母屏風燭影深，長河漸落曉星沈。嫦娥應悔偷靈藥，碧海青天夜夜心。
407	賈生		唐	李商隱	宣室求賢訪逐臣，賈生才調更無倫。可憐夜半虛前席，不問蒼生問鬼神。
408	瑤瑟怨		唐	溫庭筠	冰簟銀床夢不成，碧天如水夜雲輕。雁聲遠過瀟湘去，十二樓中月自明。
409	馬嵬坡		唐	鄭畋	玄宗回馬楊妃死，雲雨難忘日月新。終是聖明天子事，景陽宮井又何人？
410	金陵圖		唐	韋莊	江雨霏霏江草齊，六朝如夢鳥空啼。無情最是臺城柳，依舊煙籠十里堤。
411	隴西行		唐	陳陶	誓掃匈奴不顧身，五千貂錦喪胡塵。可憐無定河邊骨，猶是深閨夢裏人。
412	寄人		唐	張泌	別夢依依到謝家，小廊回合曲闌斜。多情只有春庭月，猶為離人照落花。
413	雜詩		唐		近寒食雨草萋萋，著麥曲風柳映堤。等是有家歸未得，杜鵑休向耳邊啼。
414	秋夜曲		唐	王維	桂魄初生秋露微，輕羅已薄未更衣。銀箏夜久殷勤弄，心怯空房不忍歸。
415	長信怨		唐	王昌齡	奉帚平明金殿開，暫將團扇共徘徊。玉顏不及寒鴉色，猶帶昭陽日影來。
416	清平調 (其一)		唐	李白	雲想衣裳花想容，春風拂檻露華濃。若非群玉山頭見，會向瑤臺月下逢。
